Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2015-05-03 19:00:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Sunday,TARAVAL,NONE,1600 Block of 16TH AV,-122.47368641599701,37.7574350662139
2015-05-03 19:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,MISSION,NONE,500 Block of DOUGLASS ST,-122.438907631735,37.7548162508681
2015-05-03 19:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,TARAVAL,NONE,1800 Block of 46TH AV,-122.50527086843701,37.7520136931173
2015-05-03 19:00:00,NON-CRIMINAL,LOST PROPERTY,Sunday,RICHMOND,NONE,3000 Block of CLEMENT ST,-122.491843334518,37.781646055599396
2015-05-03 19:00:00,OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,NORTHERN,"ARREST, BOOKED",LAGUNA ST / FILBERT ST,-122.430749244465,37.798648055757496
2015-05-03 19:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,INGLESIDE,NONE,SILVER AV / ALEMANY BL,-122.43338693948,37.729775031537706
2015-05-03 19:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE,BAY ST / FRANKLIN ST,-122.42675653360001,37.8039352307409
2015-05-03 18:58:00,NON-CRIMINAL,"CIVIL SIDEWALKS, WARNING",Sunday,MISSION,NONE,400 Block of CASTRO ST,-122.43515009981199,37.7617597243598
2015-05-03 18:55:00,NON-CRIMINAL,"AIDED CASE, INJURED PERSON",Sunday,PARK,NONE,600 Block of CLAYTON ST,-122.448414119511,37.769331013125296
2015-05-03 18:45:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Sunday,NORTHERN,NONE,3200 Block of PIERCE ST,-122.439368478152,37.799931938621505
2015-05-03 18:45:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,800 Block of BRANNAN ST,-122.404385042303,37.7721958190345
2015-05-03 18:45:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE,FRONT ST / GREEN ST,-122.400252662923,37.8006075195541
2015-05-03 18:39:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,NORTHERN,"ARREST, BOOKED",EDDY ST / FRANKLIN ST,-122.422467251653,37.7826837258796
2015-05-03 18:39:00,OTHER OFFENSES,PAROLE VIOLATION,Sunday,NORTHERN,"ARREST, BOOKED",EDDY ST / FRANKLIN ST,-122.422467251653,37.7826837258796
2015-05-03 18:35:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Sunday,NORTHERN,"ARREST, BOOKED",1200 Block of FILLMORE ST,-122.432168165552,37.7809799644491
2015-05-03 18:30:00,MISSING PERSON,FOUND PERSON,Sunday,NORTHERN,NONE,2200 Block of BEACH ST,-122.446116941182,37.80344057745121
2015-05-03 18:30:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,SOUTHERN,NONE,800 Block of MARKET ST,-122.407633520742,37.7841893501425
2015-05-03 18:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE,STEINER ST / GROVE ST,-122.433029915448,37.7765501954051
2015-05-03 18:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE,PIERCE ST / CHESTNUT ST,-122.439504944797,37.8004024933613
2015-05-03 18:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE,BAY ST / STOCKTON ST,-122.41031378873899,37.8060266607919
2015-05-03 18:03:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,RICHMOND,NONE,14TH AV / BALBOA ST,-122.472573602481,37.7768428511963
2015-05-03 18:00:00,WARRANTS,WARRANT ARREST,Sunday,CENTRAL,"ARREST, BOOKED",0 Block of BAY ST,-122.406429633461,37.8065688614525
2015-05-03 18:00:00,OTHER OFFENSES,CONSPIRACY,Sunday,CENTRAL,"ARREST, BOOKED",0 Block of BAY ST,-122.406429633461,37.8065688614525
2015-05-03 18:00:00,ASSAULT,THREATS AGAINST LIFE,Sunday,TARAVAL,NONE,200 Block of RALSTON ST,-122.46899941712,37.717012889076
2015-05-03 18:00:00,FRAUD,"FALSE PRETENSES, PETTY THEFT",Sunday,CENTRAL,"ARREST, BOOKED",0 Block of BAY ST,-122.406429633461,37.8065688614525
2015-05-03 18:00:00,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Sunday,BAYVIEW,NONE,1000 Block of GRIFFITH ST,-122.378920771859,37.7286119710993
2015-05-03 18:00:00,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Sunday,INGLESIDE,NONE,0 Block of ONONDAGA AV,-122.438971034263,37.721694862017
2015-05-03 18:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,SOUTHERN,NONE,0 Block of NEWMONTGOMERY ST,-122.40059325966801,37.7876024687437
2015-05-03 18:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,NORTHERN,NONE,500 Block of BIRCH ST,-122.42573060453998,37.777910917955396
2015-05-03 18:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,MISSION,NONE,1200 Block of NOE ST,-122.43174723,37.7494248005842
2015-05-03 18:00:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Sunday,TARAVAL,NONE,2000 Block of 36TH AV,-122.49429180520399,37.748758534021
2015-05-03 18:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,INGLESIDE,NONE,0 Block of LEESE ST,-122.423803967223,37.7370665388612
2015-05-03 18:00:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,INGLESIDE,"ARREST, CITED",MISSION ST / SANTAROSA AV,-122.433984625143,37.7257629202499
2015-05-03 18:00:00,VEHICLE THEFT,STOLEN TRUCK,Sunday,CENTRAL,UNFOUNDED,GEARY ST / HYDE ST,-122.416452065595,37.7863086885804
2015-05-03 18:00:00,VEHICLE THEFT,STOLEN TRUCK,Sunday,MISSION,NONE,24TH ST / VERMONT ST,-122.403409085175,37.753177993892606
2015-05-03 18:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,INGLESIDE,NONE,STILL ST / ROTTECK ST,-122.430842583207,37.7318165333991
2015-05-03 17:53:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,RICHMOND,NONE,14TH AV / BALBOA ST,-122.472573602481,37.7768428511963
2015-05-03 17:45:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE,2400 Block of LOMBARD ST,-122.441854041374,37.7992097167784
2015-05-03 17:45:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Sunday,CENTRAL,NONE,300 Block of THE EMBARCADERONORTH ST,-122.396374439116,37.79805325280579
2015-05-03 17:36:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Sunday,TENDERLOIN,NONE,100 Block of OFARRELL ST,-122.407244087032,37.7865647607685
2015-05-03 17:36:00,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Sunday,TENDERLOIN,NONE,100 Block of OFARRELL ST,-122.407244087032,37.7865647607685
2015-05-03 17:36:00,SECONDARY CODES,JUVENILE INVOLVED,Sunday,TENDERLOIN,NONE,100 Block of OFARRELL ST,-122.407244087032,37.7865647607685
2015-05-03 17:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,RICHMOND,NONE,500 Block of JOHNFKENNEDY DR,-122.46620466789301,37.7725405391593
2015-05-03 17:30:00,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Sunday,TARAVAL,NONE,200 Block of LAKESHORE DR,-122.49748331008699,37.7305883851549
2015-05-03 17:30:00,VEHICLE THEFT,STOLEN TRUCK,Sunday,BAYVIEW,NONE,KEITH ST / QUESADA AV,-122.38772937365499,37.731232393892704
2015-05-03 17:25:00,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Sunday,CENTRAL,NONE,500 Block of GRANT AV,-122.405800540862,37.7921233434727
2015-05-03 17:25:00,ASSAULT,ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT),Sunday,CENTRAL,NONE,500 Block of GRANT AV,-122.405800540862,37.7921233434727
2015-05-03 17:23:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Sunday,CENTRAL,NONE,300 Block of JEFFERSON ST,-122.418277044979,37.8079624466014
2015-05-03 17:15:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,RICHMOND,NONE,500 Block of JOHNFKENNEDY DR,-122.46620466789301,37.7725405391593
2015-05-03 17:14:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,NORTHERN,"ARREST, BOOKED",0 Block of LAGUNA ST,-122.42500559656,37.7708754426776
2015-05-03 17:14:00,WARRANTS,WARRANT ARREST,Sunday,NORTHERN,"ARREST, BOOKED",0 Block of LAGUNA ST,-122.42500559656,37.7708754426776
2015-05-03 17:11:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,RICHMOND,NONE,GEARY BL / 4TH AV,-122.462141270182,37.78110988993321
2015-05-03 17:11:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,RICHMOND,NONE,GEARY BL / 4TH AV,-122.462141270182,37.78110988993321
2015-05-03 17:10:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Sunday,TENDERLOIN,JUVENILE BOOKED,100 Block of OFARRELL ST,-122.407244087032,37.7865647607685
2015-05-03 17:10:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,MISSION,NONE,24TH ST / MISSION ST,-122.418448186101,37.7522391652625
2015-05-03 17:08:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,HOWARD ST / SUMNER ST,-122.411016183819,37.7766893484607
2015-05-03 17:05:00,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Sunday,SOUTHERN,"ARREST, BOOKED",900 Block of MARKET ST,-122.408421116922,37.7835699386918
2015-05-03 17:05:00,OTHER OFFENSES,PROBATION VIOLATION,Sunday,SOUTHERN,"ARREST, BOOKED",900 Block of MARKET ST,-122.408421116922,37.7835699386918
2015-05-03 17:05:00,ROBBERY,ROBBERY OF A CHAIN STORE WITH A KNIFE,Sunday,SOUTHERN,"ARREST, BOOKED",900 Block of MARKET ST,-122.408421116922,37.7835699386918
2015-05-03 17:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Sunday,SOUTHERN,NONE,200 Block of BERRY ST,-122.394438381217,37.774853325726106
2015-05-03 17:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE,3200 Block of PIERCE ST,-122.439368478152,37.799931938621505
2015-05-03 17:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE,700 Block of CHESTNUT ST,-122.41569918946699,37.8033889645287
2015-05-03 17:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Sunday,BAYVIEW,NONE,1100 Block of HOLLISTER AV,-122.39333133786998,37.7203256859376
2015-05-03 17:00:00,VEHICLE THEFT,STOLEN MOTORCYCLE,Sunday,INGLESIDE,NONE,FOERSTER ST / STAPLES AV,-122.44884916581002,37.7290725174135
2015-05-03 17:00:00,NON-CRIMINAL,LOST PROPERTY,Sunday,SOUTHERN,NONE,THE EMBARCADERONORTH ST / MARKET ST,-122.39398368522801,37.795060765295
2015-05-03 16:49:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Sunday,NORTHERN,NONE,LARKIN ST / FULTON ST,-122.416769999704,37.7795845776674
2015-05-03 16:30:00,ROBBERY,"ROBBERY, BODILY FORCE",Sunday,INGLESIDE,JUVENILE BOOKED,MISSION ST / RICHLAND AV,-122.42446746767,37.7360604757326
2015-05-03 16:30:00,OTHER OFFENSES,CONSPIRACY,Sunday,INGLESIDE,JUVENILE BOOKED,MISSION ST / RICHLAND AV,-122.42446746767,37.7360604757326
2015-05-03 16:30:00,NON-CRIMINAL,LOST PROPERTY,Sunday,NORTHERN,NONE,VANNESS AV / LOMBARD ST,-122.424541870484,37.8013041477981
2015-05-03 16:30:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Sunday,CENTRAL,NONE,BATTERY ST / GREENWICH ST,-122.401985216772,37.803238580290106
2015-05-03 16:15:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,200 Block of INTERSTATE80 HY,-122.365565425353,37.8096707013239
2015-05-03 16:12:00,OTHER OFFENSES,PROBATION VIOLATION,Sunday,BAYVIEW,"ARREST, BOOKED",2000 Block of QUESADA AV,-122.398364817035,37.737193281368214
2015-05-03 16:12:00,WEAPON LAWS,POSS OF FIREARM BY CONVICTED FELON/ADDICT/ALIEN,Sunday,BAYVIEW,"ARREST, BOOKED",2000 Block of QUESADA AV,-122.398364817035,37.737193281368214
2015-05-03 16:12:00,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Sunday,BAYVIEW,"ARREST, BOOKED",2000 Block of QUESADA AV,-122.398364817035,37.737193281368214
2015-05-03 16:03:00,ASSAULT,BATTERY,Sunday,TARAVAL,"ARREST, BOOKED",800 Block of ULLOA ST,-122.46602615001801,37.74092818901779
2015-05-03 16:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,200 Block of INTERSTATE80 HY,-122.365565425353,37.8096707013239
2015-05-03 16:00:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Sunday,CENTRAL,NONE,700 Block of GEARY ST,-122.415654629547,37.7864672409674
2015-05-03 16:00:00,DISORDERLY CONDUCT,DISTURBING THE PEACE,Sunday,CENTRAL,NONE,1200 Block of WASHINGTON ST,-122.413856144893,37.7942674004219
2015-05-03 16:00:00,NON-CRIMINAL,LOST PROPERTY,Sunday,CENTRAL,NONE,600 Block of SUTTER ST,-122.411068869703,37.78885570426971
2015-05-03 16:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2015-05-03 16:00:00,VANDALISM,"MALICIOUS MISCHIEF, TIRE SLASHING",Sunday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2015-05-03 16:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Sunday,NORTHERN,NONE,100 Block of BUCHANAN ST,-122.426806877255,37.77113513268061
2015-05-03 16:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,INGLESIDE,NONE,ATHENS ST / RUSSIA AV,-122.430777561426,37.7185306216576
2015-05-03 15:55:00,FRAUD,FRAUDULENT USE OF AUTOMATED TELLER CARD,Sunday,RICHMOND,NONE,3500 Block of CALIFORNIA ST,-122.45258693865601,37.7864601412645
2015-05-03 15:40:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Sunday,NORTHERN,NONE,GOLDEN GATE AV / LARKIN ST,-122.41714684383601,37.781446350134004
2015-05-03 15:34:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,INGLESIDE,NONE,MISSION ST / NEY ST,-122.43018305375601,37.7298605291009
2015-05-03 15:30:00,NON-CRIMINAL,LOST PROPERTY,Sunday,BAYVIEW,NONE,1600 Block of 18TH ST,-122.399429088635,37.7623493396041
2015-05-03 15:30:00,LARCENY/THEFT,THEFT OF COMPUTERS OR CELL PHONES,Sunday,TARAVAL,NONE,0 Block of HARDING RD,-122.49770432371,37.7247384376425
2015-05-03 15:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE,PAGE ST / GOUGH ST,-122.42240731280899,37.7740841093313
2015-05-03 15:30:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Sunday,PARK,NONE,JOHNFKENNEDY DR / KEZAR DR,-122.455290394867,37.7709281905136
2015-05-03 15:25:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Sunday,TENDERLOIN,"ARREST, BOOKED",0 Block of STOCKTON ST,-122.406351834294,37.7860311576362
2015-05-03 15:25:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,TENDERLOIN,"ARREST, BOOKED",0 Block of STOCKTON ST,-122.406351834294,37.7860311576362
2015-05-03 15:19:00,NON-CRIMINAL,FOUND PROPERTY,Sunday,RICHMOND,NONE,300 Block of 32ND AV,-122.49248913097,37.78229066418471
2015-05-03 15:14:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,TENDERLOIN,NONE,OFARRELL ST / JONES ST,-122.412970537591,37.78578837668879
2015-05-03 15:08:00,NON-CRIMINAL,AIDED CASE,Sunday,RICHMOND,NONE,700 Block of 9TH AV,-122.46694862418501,37.7742721429002
2015-05-03 15:05:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Sunday,SOUTHERN,NONE,6TH ST / BRYANT ST,-122.40252759466499,37.7760382838346
2015-05-03 15:05:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Sunday,SOUTHERN,NONE,6TH ST / BRYANT ST,-122.40252759466499,37.7760382838346
2015-05-03 15:04:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Sunday,SOUTHERN,NONE,0 Block of THE EMBARCADEROSOUTH ST,-122.38837987391899,37.783310406701496
2015-05-03 15:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,INGLESIDE,NONE,3100 Block of HARRISON ST,-122.41136620596001,37.7477942853761
2015-05-03 15:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,INGLESIDE,NONE,3100 Block of HARRISON ST,-122.41136620596001,37.7477942853761
2015-05-03 15:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,400 Block of BRYANT ST,-122.395260522807,37.7817034867796
2015-05-03 15:00:00,SEX OFFENSES FORCIBLE,"FORCIBLE RAPE, BODILY FORCE",Sunday,SOUTHERN,NONE,1500 Block of MISSION ST,-122.417975390351,37.7737509379648
2015-05-03 15:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,600 Block of HARRISON ST,-122.39595792333999,37.7836037602517
2015-05-03 15:00:00,NON-CRIMINAL,FOUND PROPERTY,Sunday,MISSION,NONE,19TH ST / CAPP ST,-122.41812008648998,37.7603012340397
2015-05-03 15:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,RICHMOND,NONE,FULTON ST / 11TH AV,-122.469093834787,37.7732558279938
2015-05-03 15:00:00,VEHICLE THEFT,STOLEN MOTORCYCLE,Sunday,TARAVAL,NONE,41ST AV / IRVING ST,-122.500697946026,37.762518684704496
2015-05-03 15:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE,VANNESS AV / OLIVE ST,-122.421096796936,37.7842937802977
2015-05-03 14:45:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE,FRONT ST / VALLEJO ST,-122.40006973277399,37.79968201770321
2015-05-03 14:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE,GEARY BL / WEBSTER ST,-122.431206932079,37.7845681170336
2015-05-03 14:30:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Sunday,NORTHERN,NONE,GEARY BL / WEBSTER ST,-122.431206932079,37.7845681170336
2015-05-03 14:22:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Sunday,NORTHERN,NONE,2200 Block of FILLMORE ST,-122.434185156356,37.7902737888877
2015-05-03 14:15:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,MISSION,NONE,24TH ST / VALENCIA ST,-122.420665771329,37.7521041553051
2015-05-03 13:40:00,NON-CRIMINAL,"AIDED CASE, DOG BITE",Sunday,PARK,"ARREST, BOOKED",700 Block of STANYAN ST,-122.453376250788,37.7687142722405
2015-05-03 13:35:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,TENDERLOIN,NONE,0 Block of MCALLISTER ST,-122.412596970637,37.7811192121542
2015-05-03 13:26:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,MISSION,NONE,100 Block of DIAMOND ST,-122.437182095555,37.759938281081794
2015-05-03 13:24:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,NORTHERN,NONE,1600 Block of UNION ST,-122.426473957204,37.798291291683995
2015-05-03 13:24:00,WARRANTS,WARRANT ARREST,Sunday,TENDERLOIN,"ARREST, BOOKED",TAYLOR ST / OFARRELL ST,-122.41132836931101,37.785996305047604
2015-05-03 13:24:00,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Sunday,TENDERLOIN,"ARREST, BOOKED",TAYLOR ST / OFARRELL ST,-122.41132836931101,37.785996305047604
2015-05-03 13:15:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,200 Block of INTERSTATE80 HY,-122.365565425353,37.8096707013239
2015-05-03 13:13:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Sunday,TENDERLOIN,"ARREST, BOOKED",EDDY ST / MASON ST,-122.409313111431,37.784347851315104
2015-05-03 13:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,TARAVAL,NONE,0 Block of BELLE AV,-122.46985804834699,37.7087236355003
2015-05-03 13:00:00,ASSAULT,BATTERY,Sunday,CENTRAL,NONE,700 Block of GRANT AV,-122.40610663336099,37.79361439203321
2015-05-03 13:00:00,FRAUD,DEFRAUDING AN INNKEEPER,Sunday,CENTRAL,NONE,700 Block of GRANT AV,-122.40610663336099,37.79361439203321
2015-05-03 13:00:00,VEHICLE THEFT,STOLEN MOTORCYCLE,Sunday,RICHMOND,NONE,0 Block of ATALAYA TR,-122.447454032396,37.7760643805767
2015-05-03 13:00:00,NON-CRIMINAL,LOST PROPERTY,Sunday,CENTRAL,NONE,1100 Block of THE EMBARCADERONORTH ST,-122.40256476079,37.8047715653509
2015-05-03 13:00:00,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Sunday,TARAVAL,NONE,1000 Block of OCEAN AV,-122.453645949494,37.7232725511033
2015-05-03 13:00:00,ASSAULT,BATTERY,Sunday,TARAVAL,NONE,9TH AV / LINCOLN WY,-122.46644268420602,37.7659245297691
2015-05-03 13:00:00,KIDNAPPING,FALSE IMPRISONMENT,Sunday,TARAVAL,NONE,9TH AV / LINCOLN WY,-122.46644268420602,37.7659245297691
2015-05-03 13:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,TARAVAL,NONE,9TH AV / LINCOLN WY,-122.46644268420602,37.7659245297691
2015-05-03 13:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,BAYVIEW,NONE,DEHARO ST / 23RD ST,-122.400626599054,37.7546293210997
2015-05-03 13:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,NORTHERN,NONE,WEBSTER ST / FELL ST,-122.429369095956,37.775110346472005
2015-05-03 13:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,BRANNAN ST / 5TH ST,-122.398758596964,37.776568769743
2015-05-03 12:55:00,NON-CRIMINAL,LOST PROPERTY,Sunday,CENTRAL,NONE,400 Block of GEARY ST,-122.41072162587,37.78709664956629
2015-05-03 12:40:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,TARAVAL,NONE,100 Block of CAINE AV,-122.451871901484,37.71579411137429
2015-05-03 12:40:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,TARAVAL,NONE,100 Block of CAINE AV,-122.451871901484,37.71579411137429
2015-05-03 12:36:00,WARRANTS,WARRANT ARREST,Sunday,TENDERLOIN,"ARREST, BOOKED",LARKIN ST / FULTON ST,-122.416769999704,37.7795845776674
2015-05-03 12:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE,200 Block of STOCKTON ST,-122.40670487908399,37.787792033343
2015-05-03 12:25:00,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Sunday,NORTHERN,"ARREST, BOOKED",300 Block of FULTON ST,-122.42253647830601,37.7787958771466
2015-05-03 12:00:00,NON-CRIMINAL,LOST PROPERTY,Sunday,SOUTHERN,NONE,800 Block of 3RD ST,-122.39142506985701,37.7778727797586
2015-05-03 12:00:00,ASSAULT,BATTERY,Sunday,MISSION,NONE,1700 Block of HARRISON ST,-122.41335418701799,37.7690748003847
2015-05-03 12:00:00,LARCENY/THEFT,ATTEMPTED SHOPLIFTING,Sunday,MISSION,NONE,1700 Block of HARRISON ST,-122.41335418701799,37.7690748003847
2015-05-03 12:00:00,NON-CRIMINAL,LOST PROPERTY,Sunday,CENTRAL,NONE,300 Block of POWELL ST,-122.40838427554199,37.7878271137225
2015-05-03 12:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,PARK,NONE,0 Block of ROOSEVELT WY,-122.437532112635,37.7666893226088
2015-05-03 12:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,RICHMOND,NONE,0 Block of 7TH AV,-122.465750262786,37.7874460327418
2015-05-03 12:00:00,NON-CRIMINAL,LOST PROPERTY,Sunday,INGLESIDE,NONE,100 Block of CHENERY ST,-122.42561645123,37.73935051446279
2015-05-03 12:00:00,NON-CRIMINAL,FOUND PROPERTY,Sunday,TARAVAL,NONE,LAKE MERCED BL / BROTHERHOOD WAY,-122.485226315294,37.714694527577294
2015-05-03 12:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE,CHESTNUT ST / LEAVENWORTH ST,-122.41815351339599,37.8031360312501
2015-05-03 11:50:00,NON-CRIMINAL,FOUND PROPERTY,Sunday,NORTHERN,NONE,POLK ST / AUSTIN ST,-122.42040246368299,37.7891643767731
2015-05-03 11:45:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,TARAVAL,"ARREST, BOOKED",2200 Block of 37TH AV,-122.495242219508,37.7449772076953
2015-05-03 11:45:00,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Sunday,TARAVAL,"ARREST, BOOKED",2200 Block of 37TH AV,-122.495242219508,37.7449772076953
2015-05-03 11:45:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE,LOMBARD ST / HYDE ST,-122.419616109671,37.8019942438049
2015-05-03 11:30:00,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Sunday,CENTRAL,NONE,700 Block of SANSOME ST,-122.402043557609,37.7971874633378
2015-05-03 11:30:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Sunday,TENDERLOIN,NONE,TURK ST / JONES ST,-122.41241426358101,37.7830037964534
